ETC_20150317_000001	Kepa
ETC_20150317_002885	Reciente
ETC_20150317_002886	Ayuda
ETC_20150317_002887	Ingresa el Nombre del Equipo de tu Amigo
ETC_20150317_002888	Ya se encuentra en tu lista de amigos
ETC_20150317_002889	Tienes una nueva solicitud de amistad.
ETC_20150317_002890	Solicitudes recibidas
ETC_20150317_002891	Solicitudes enviadas
ETC_20150317_002892	Solicitudes rechazadas
ETC_20150317_002893	Amigos que se han registrado en TOS
ETC_20150317_002894	Amigos que no juegan TOS
ETC_20150317_002895	Alguien que puedes conocer
ETC_20150317_002896	estuvieron juntos
ETC_20150317_002897	Formaron Grupo
ETC_20150317_002898	Intercambiaron
ETC_20150317_002899	Lista de Bloqueados
ETC_20150317_002900	Jugaron Juntos {Count} veces
ETC_20150317_002901	Formaron Grupo juntos {Count} veces
ETC_20150317_002902	Intercambiaron {Count} veces
ETC_20150317_002903	Ya se encuentra en tu lista de bloqueados.
ETC_20150317_002904	Ingresa el Nombre del Equipo que deseas bloquear.
ETC_20150317_002905	El nombre de tu grupo es muy largo.
ETC_20150317_002906	El contenidos de tu memo son muy largos.
ETC_20150317_002907	Ajustes de Memo
ETC_20150317_002908	¿¿Ajustes de Grupo ??
ETC_20150317_002909	Ingresar Memo
ETC_20150317_002910	Ajustes de Grupo
ETC_20150317_002911	Solicitud de Amistad
ETC_20150317_002912	Tu solicitud de amistad ha sido enviada.
ETC_20150317_002913	Nuevo Grupo
ETC_20150317_002914	Bloquear
ETC_20150317_002915	Borrar Grupo
ETC_20150317_002916	Cambiar Nombre de Grupo
ETC_20150317_002917	¿Estas seguro de borrar esto?
ETC_20150317_002918	Desbloquear
ETC_20150317_002919	La solicitud de amistad no fue enviada.
ETC_20150317_002920	Pago Inicial
ETC_20150317_002921	Más info
ETC_20150317_002922	Ubicación
ETC_20150317_002923	Ranking
ETC_20150317_002924	{From}{nl}quiere intercambiar contigo.
ETC_20150317_002925	La solicitud de intercambio ha sido rechazada.
ETC_20150317_002926	La solicitud de intercambio ha sido cancelada.
ETC_20150317_002927	Intercambio éxitoso.
ETC_20150317_002928	Has enviado una solicitud de intercambio a {To}.
ETC_20150317_002929	No hay punto de guardado especificado
ETC_20150317_002930	Tienes un objeto con 30% o menos de durabilidad restante.
ETC_20150317_002931	Tienes un objeto con 0% durabilidad.
ETC_20150317_002932	Este objeto equipado no puede ser consumido.
ETC_20150317_002933	Este objeto mejorado no puede ser consumido.
ETC_20150317_002934	Tu item mejorado será consumido. ¿Deseas continuar?
ETC_20150317_002935	Un monstruo jefe está próximo a aparecer
ETC_20150317_002936	Esta función está siendo preparada.
ETC_20150317_002937	{@st59} Compartir esta misión con tus miembros de Grupo
ETC_20150317_002938	{@st59} Esta misión es mostrada a tus miembros de grupo
ETC_20150317_002939	Misión de {Name}
ETC_20150317_002940	Buscando...
ETC_20150317_002941	Coincidencia Encontrada.
ETC_20150317_002942	Esperando para ingresar
ETC_20150317_002943	Moviendo
ETC_20150317_002944	Juego en Progreso
ETC_20150317_002945	Tienda JvJ
ETC_20150317_002946	Tamaño
ETC_20150317_002947	Tipo de defensa
ETC_20150317_002948	Atributos Elementales
ETC_20150317_002949	Puntuación
ETC_20150317_002950	Atributos de Ataque
ETC_20150317_002951	Activar tipo de ataque
ETC_20150317_002952	Tipo Móvil
ETC_20150317_002953	Pequeño
ETC_20150317_002954	Mediano
ETC_20150317_002955	Grande
ETC_20150317_002956	Extra Grande
ETC_20150317_002957	Espectral
ETC_20150317_002958	Sin Atributo
ETC_20150317_002959	Fuego
ETC_20150317_002960	Agua
ETC_20150317_002961	Eléctrico
ETC_20150317_002962	Veneno
ETC_20150317_002963	Oscuridad
ETC_20150317_002964	Sagrado
ETC_20150317_002965	Tierra
ETC_20150317_002966	NA
ETC_20150317_002967	Corte
ETC_20150317_002968	Penetración
ETC_20150317_002969	Golpe
ETC_20150317_002970	Magia
ETC_20150317_002971	Físico
ETC_20150317_002972	A distancia
ETC_20150317_002973	Fijación
ETC_20150317_002974	Tipo Tierra
ETC_20150317_002975	Tipo Aéreo
ETC_20150317_002976	Élite
ETC_20150317_002977	Último Ingreso: {Year} año(s) atrás
ETC_20150317_002978	Último Ingreso: {Month} mes(es) atrás
ETC_20150317_002979	Último Ingreso: {Day} día(s) atrás
ETC_20150317_002980	Último Ingreso: {Hour} hora(s) atrás
ETC_20150317_002981	Último Ingreso: {Min} minuto(s) atrás
ETC_20150317_002982	Último Ingreso: ahora mismo
ETC_20150317_002983	Espacio temporal
ETC_20150317_002984	{Auto_1} PS fue recuperado
ETC_20150317_002985	{Auto_1} PM fue recuperado
ETC_20150317_002986	Unirse
ETC_20150317_002987	...¿¡¿¡Me ha seguido!?!?
ETC_20150317_002988	¡Cualquier tipo que se encuentre cerca!
ETC_20150317_002989	Me pregunto quien ganará ~
ETC_20150317_002990	Juego de Ázar, mi favorito + _ +
ETC_20150317_002991	Ahhhhhh~~
ETC_20150317_002992	¡Genial! Se acabo
ETC_20150317_002993	¡¡GRAN FERVOR! ¡Se aplicará Ataque y EXP adicional!
ETC_20150317_002994	¡¡FERVOR!! ¡Se aplicará ataque adicional!
ETC_20150317_002995	Caja de
ETC_20150317_002996	Sala LLena
ETC_20150317_002997	Mejora Éxitosa.
ETC_20150317_002998	Ha sido reiniciado porque ha fallado la mejora..
ETC_20150317_002999	Recompensa
ETC_20150317_003000	Recibido
ETC_20150317_003001	Combinando
ETC_20150317_003002	Escribiendo
ETC_20150317_003003	Ya has obtenido:
ETC_20150317_003004	Para avanzar debes haber terminado las misiones de Bosque Siauliai Oeste
ETC_20150317_003005	¡Has encontrado el símbolo de Arqueológo!
ETC_20150317_003006	No encontraste nada.
ETC_20150317_003007	Has completado la tumba de Lydia Schaffen. {nl} Vamos a leer nuevamente la Tumba.
ETC_20150317_003008	No tienes suficientes partes de la tumba.
ETC_20150317_003009	¡Misión Completada!
ETC_20150317_003010	Trataste de abrir la caja pero no lo lograste.
ETC_20150317_003011	Available during the tagging game
ETC_20150317_003012	Cannot be used by the tagger
ETC_20150317_003013	Current Ice status
ETC_20150317_003014	Disponible en Bosque Siauliai Oeste
ETC_20150317_003015	¡No hay monstruos [Tipo Bestia] alrededor!
ETC_20150317_003016	Montarse
ETC_20150317_003017	Usando
ETC_20150317_003018	Primera reacción: Reducción de velocidad de movimiento
ETC_20150317_003019	Segunda reacción: Adicción
ETC_20150317_003020	Tercera reacción: Desmayo
ETC_20150317_003021	Sin reacción especial
ETC_20150317_003022	Ubicando
ETC_20150317_003023	Sin efectos
ETC_20150317_003024	Available only in opened, closed Mina de Cristal
ETC_20150317_003025	:¡se ha desmayado! Derrota.
ETC_20150317_003026	Lantern_mushroom: Jibiew Griba: 50 / Lantern_mushroom: Jibiew Griba: 50 / Lantern_mushroom: Jibiew Griba: 50 / Lantern_mushroom_Big: Big Draw Bar: 51
ETC_20150317_003027	¡Deshaste de los Matsums atacando!
ETC_20150317_003028	¡Has finalizado de poner la Esencia del Sol!
ETC_20150317_003029	Ofreciendo
ETC_20150317_003030	¡Has hecho una ofrenda!
ETC_20150317_003031	Esta área ya tiene un escudo.
ETC_20150317_003032	Explorando...
ETC_20150317_003033	Distancia del blanco:
ETC_20150317_003034	Liberando
ETC_20150317_003035	Este Yunque no concuerda con el tipo de equipo.
ETC_20150317_003036	El ratio de este Yunque es bajo.
ETC_20150317_003037	[
ETC_20150317_003038	} Lo tiene!
ETC_20150317_003039	¡No puedes atravesar esta área aún!
ETC_20150317_003040	Recolectar Flores Bomba
ETC_20150317_003041	¡Has obtenido Flores Bomba!
ETC_20150317_003042	¡Ya has obtenido las Flores Bomba!
ETC_20150317_003043	Recolecta fúsible cubierto de Aceite
ETC_20150317_003044	¡Obtenido!
ETC_20150317_003045	¡Ya tienes el fúsible!
ETC_20150317_003046	Entregando ingredientes
ETC_20150317_003047	Recolectando Bombas
ETC_20150317_003048	¡Has obtenido Balas de Cañón (desechables)!
ETC_20150317_003049	Ya tienes ese objeto
ETC_20150317_003050	¡Has obtenido Bala de Cañón!
ETC_20150317_003051	¡La caja está cerrada!
ETC_20150317_003052	's
ETC_20150317_003053	Plata
ETC_20150317_003054	Trying to drop item without monstruo
ETC_20150317_003055	Habilidad no disponible
ETC_20150317_003056	Borrar
ETC_20150317_003057	Derrota a los monstruos de los alrededores para continuar
ETC_20150317_003058	PNJState no. 1 should be used in ArgStr1
ETC_20150317_003059	Quest ClassName is not in ArgStr1.
ETC_20150317_003060	Trovador
ETC_20150317_003061	¡La muerte te espera sino ganas!
ETC_20150317_003062	¡Por Klaipeda!
ETC_20150317_003063	¡La bendición de la Diosa esta con nosotros!
ETC_20150317_003064	{/}{#ffFFFF} Hit Me of {/}
ETC_20150317_003065	¡La larva Meduja detectó peligro e intenta autodestruirse!
ETC_20150317_003066	¡Esquivame!
ETC_20150317_003067	No quieres cometer un crímen.
ETC_20150317_003068	¡No quiero atacar!
ETC_20150317_003069	¡Un monstruo me está controlando!
ETC_20150317_003070	¡Entonces sólo matáme!
ETC_20150317_003071	Quiero ser libre...
ETC_20150317_003072	Muchas gracias...
ETC_20150317_003073	¡Te debo una! Gracias...
ETC_20150317_003074	¿Me guíaras a la Diosa?
ETC_20150317_003075	Tengo miedo...
ETC_20150317_003076	¿Dónde estamos?
ETC_20150317_003077	¿Qué me sucedió?
ETC_20150317_003078	La Diosa está llamandome...
ETC_20150317_003079	¡Guíaste el alma a la estatua de Búho!
ETC_20150317_003080	Alma Enojada
ETC_20150317_003081	cadáver Reanimado
ETC_20150317_003082	¡El alma logró llegar a la Estatua de la Diosa!
ETC_20150317_003083	Creado con éxito.
ETC_20150317_003084	{Auto_1} minutos {Auto_2} segundos restantes para crear el objeto
ETC_20150317_003085	{Auto_1} segundos restantes para crear el objeto
ETC_20150317_003086	Objeto creado con éxito
ETC_20150317_003087	{Auto_1} veces restantes para crear el objeto
ETC_20150317_003088	Ya ha sido generado
ETC_20150317_003089	Sin sesión
ETC_20150317_003090	Created Friend session 01
ETC_20150317_003091	¡Es un alivio haberte encontrado!
ETC_20150317_003092	¿Dónde conociste a ese sujeto?
ETC_20150317_003093	¿Se nos unirá?
ETC_20150317_003094	¡Debo unirme a las tropas de Vacenin!
ETC_20150317_003095	¡Lo lograré!
ETC_20150317_003096	¿Dónde naciste?
ETC_20150317_003097	Yekub
ETC_20150317_003098	Es una conexión extraña
ETC_20150317_003099	¡No puede quedar ninguno atrás!
ETC_20150317_003100	¡Vamos a lograrlo!
ETC_20150317_003101	¡Eres divertido!
ETC_20150317_003102	¿Acáso ese tipo no necesita un nombre?
ETC_20150317_003103	¡Bendición del la Diosa!
ETC_20150317_003104	Las tropas de Vacenin son una tropa de lo mejor
ETC_20150317_003105	¡Los vigilaré desde la retaguardia!
ETC_20150317_003106	¡Y hemos encomendado nuestra ayuda!
ETC_20150317_003107	Debo irme ahora
ETC_20150317_003108	It tag repeated!
ETC_20150317_003109	It tag already in progress
ETC_20150317_003110	Insufficient It tag participants
ETC_20150317_003111	Give session to PJ participant
ETC_20150317_003112	End It tag
ETC_20150317_003113	¡Un Vubbe del tesoro ha aparecido!
ETC_20150317_003114	El grupo inhibidor ha sido destruido. ¡Por favor inicia la misión nuevamente!
ETC_20150317_003115	Cerrar
ETC_20150317_003116	El Monumento guíando al segundo piso ha aparecido
ETC_20150317_003117	El Monumento guíando al segundo piso ha aparecido {nl}
ETC_20150317_003118	¡Protejan al líder!
ETC_20150317_003119	¡Deténganlos!
ETC_20150317_003120	¡Ayuda!
ETC_20150317_003121	¿¿De dónde vinieron??
ETC_20150317_003122	¡Ugh!
ETC_20150317_003123	Cuidado con los monstruos.
ETC_20150317_003124	Plantas agresivas aparecen en esta zona
ETC_20150317_003125	Los monstruos te atacarán así que esquivalos a medida que van apareciendo
ETC_20150317_003126	Deséame buena suerte
ETC_20150317_003127	No le temo a los monstruos
ETC_20150317_003128	Sólo quiero acabar con todo esto y descansar
ETC_20150317_003129	Tengo un mal presagio sobre hoy.
ETC_20150317_003130	No quiero perder ante esos
ETC_20150317_003131	Quiero ir a su ciudad natal.
ETC_20150317_003132	Nesecitamos concentrarnos en ellos
ETC_20150317_003133	Initialization function
ETC_20150317_003134	on loop
ETC_20150317_003135	owner_ssn not available
ETC_20150317_003136	no parent PJ available
ETC_20150317_003137	SSN_OBJECT_STORAGE session not given
ETC_20150317_003138	Aceptar Misión
ETC_20150317_003139	Cancelar
ETC_20150317_003140	Puede ser comprado enseguida a través de la Insta-Tienda
ETC_20150317_003141	Abriendo Candado
ETC_20150317_003142	Caja Vacía
ETC_20150317_003143	Necesitas deshacerte de /3
ETC_20150317_003144	¡El Guardían del Contrato ha emergido!
ETC_20150317_003145	Guardían del Contrato
ETC_20150317_003146	Caja
ETC_20150317_003147	Preguntar que sucede
ETC_20150317_003148	Irse
ETC_20150317_003149	No puedo cultivar algo cómo un jardín
ETC_20150317_003150	Irse
ETC_20150317_003151	Preguntar si no fue amor
ETC_20150317_003152	Darle una palmadita en el hombro
ETC_20150317_003153	No
ETC_20150317_003154	Mostrarle copia de la piedra del memorial
ETC_20150317_003155	Contarle la historia de haber encontrado el alma de una chica
ETC_20150317_003156	Decir 'OK' y solo irse
ETC_20150317_003157	¿Cómo te atreves? ¡No te dejaré irte humano!
ETC_20150317_003158	¡Kyaoow!
ETC_20150317_003159	¡¡Groowwl...!!
ETC_20150317_003160	Real hermosura hay en las puertas del Gran Rey
ETC_20150317_003161	] debe ser completada antes de proseguir
ETC_20150317_003162	Alguien debe poseerlo, sólo es copiarlo
ETC_20150317_003163	¡Derrota la horda de Vubbes!
ETC_20150317_003164	Necesitas dejar el cristal en el distrito 9 para proseguir
ETC_20150317_003165	Ya puedes alcanzar al Espectro rechazado
ETC_20150317_003166	Necesitas la Piedrasanta Vubbe
ETC_20150317_003167	Piedrasanta Vubbe de la Mazmorra
ETC_20150317_003168	Ofrecer
ETC_20150317_003169	Piedrasanta Vubbe de la Mazmorra es requerida
ETC_20150317_003170	Se lo daré
ETC_20150317_003171	Sí
ETC_20150317_003172	No
ETC_20150317_003173	Feels leery so just copy it
ETC_20150317_003174	A buscar
ETC_20150317_003175	Detenerse. Al parecer no hay nada aquí.
ETC_20150317_003176	Mirarlo
ETC_20150317_003177	Dejame poner tus manos en el
ETC_20150317_003178	Poner sólo 1 mano
ETC_20150317_003179	Alto. Duele.
ETC_20150317_003180	Alto. Me asusta.
ETC_20150317_003181	Tomarlo
ETC_20150317_003182	Comerlo
ETC_20150317_003183	Intentar comerlo
ETC_20150317_003184	No puedo aguantarme... Debo... darle... una probada...
ETC_20150317_003185	Maravillas del Bosque Kateen
ETC_20150317_003186	El poder de sólo 6 piedras no es suficiente
ETC_20150317_003187	Vubbe Minero de Rocas
ETC_20150317_003188	Vubbet Minero con Pico
ETC_20150317_003189	Huele cómo a débiles Humanos
ETC_20150317_003190	Caballero Uska
ETC_20150317_003191	Soldado
ETC_20150317_003192	Saltando descripción detallada
ETC_20150317_003193	¡Buen trabajo!
ETC_20150317_003194	Move to Mina de Cristal Lot 2 - 2P
ETC_20150317_003195	Investigando
ETC_20150317_003196	Recolectando
ETC_20150317_003197	Bandera Tribal Vubbe
ETC_20150317_003198	¡Destruye la bandera de la tribu Vubbe!
ETC_20150317_003199	Instalando la Bomba
ETC_20150317_003200	Pasaje secreto de los Vubbes
ETC_20150317_003201	Lucha contra los Vubbes e instala una bomba en el pasaje secreto
ETC_20150317_003202	¡Los monstruos están intentando acabar con el sello! ¡Deshaste de ellos!
ETC_20150317_003203	Arquero Vubbe Soldado
ETC_20150317_003204	Vubbe Soldado
ETC_20150317_003205	necesitas regresar a la Diosa rápidamente
ETC_20150317_003206	¿Porqué aparecieron tantos monstruos de la nada?
ETC_20150317_003207	¡Ayuda!
ETC_20150317_003208	¡No puedo salir!
ETC_20150317_003209	¡Por favor destruye esto!
ETC_20150317_003210	Recolectando Vapor de Flamas
ETC_20150317_003211	Reflejo de Grita
ETC_20150317_003212	¡Ten cuidado!
ETC_20150317_003213	¡Estas en peligro!
ETC_20150317_003214	¿Qué es eso?
ETC_20150317_003215	¡No hay tiempo para charlar!
ETC_20150317_003216	Debes apresurarte
ETC_20150317_003217	Tú...
ETC_20150317_003218	Recibido daño
ETC_20150317_003219	Muerto
ETC_20150317_003220	Click PNJ
ETC_20150317_003221	Dentro del rango de activación
ETC_20150317_003222	Fuera del rango de activación
ETC_20150317_003223	Obtuve el objeto
ETC_20150317_003224	Objeto descartado o robado
ETC_20150317_003225	Objeto usado
ETC_20150317_003226	Objeto equipado
ETC_20150317_003227	Objeto desequipado
ETC_20150317_003228	Habilidad usada
ETC_20150317_003229	Entrado a zona
ETC_20150317_003230	Dejado la zona
ETC_20150317_003231	Buff recibido
ETC_20150317_003232	Buff eliminado
ETC_20150317_003233	Todos los buffs han sido eliminados
ETC_20150317_003234	BroadMSG reception
ETC_20150317_003235	Receive UI events
ETC_20150317_003236	Cast
ETC_20150317_003237	Ritual de Bendición
ETC_20150317_003238	No tienes suficientes sacrificios para la ceremonia
ETC_20150317_003239	Frente a [Santuario Olvidado]
ETC_20150317_003240	Presiona para proceder con la ceremonia de bendición
ETC_20150317_003241	¡es Requerido! {nl} puedes obtenerlo cerca del Búho Esculpido
ETC_20150317_003242	You can safely pass through the barrier if you have a bowl
ETC_20150317_003243	Estás puertas se encuentran cerradas {nl} Necesitas la ayuda del Búho Esculpido para pasar
ETC_20150317_003244	Recolectando
ETC_20150317_003245	Encontré el rastro de las tropas exploradoras
ETC_20150317_003246	Altar de la Magia
ETC_20150317_003247	Imagen de Búho obediente
ETC_20150317_003248	Trufa Jalias
ETC_20150317_003249	¡El monstruo comenzó a atacar mientras les dabas descanso a las almas!
ETC_20150317_003250	Estatua de Búho
ETC_20150317_003251	Búho Esculpido Caído
ETC_20150317_003252	Espíritu Feroz
ETC_20150317_003253	Grrrr... Grrrr...
ETC_20150317_003254	Búscando ramas secas...
ETC_20150317_003255	Obtained Dry Twigs of Bosque Espinoso!
ETC_20150317_003256	No quedan más ramas secas en Bosque Espinoso
ETC_20150317_003257	Bola disparada
ETC_20150317_003258	Juntando rastros
ETC_20150317_003259	Mientras despierta en los fragmentos de la memoria.
ETC_20150317_003260	Matsum v13
ETC_20150317_003261	¡Mata a los monstruos!
